voterid,urbanicity,date_of_birth,gender,married,homeowner,has_children,zipcode,modeled_charitable_giving,household_income,unaffiliated_voter,modeled_activist_score,modeled_turnout_score,discretionary_income_level,nonsaver_level,modeled_partisan_score,survey_respondent,liberal_cause_donation,ntile
12282,Rural,1942,F,0,,,5343,5,82000,1,77.8,96,1,10,96.6,0,,1
18295,Rural,1947,F,1,1,,4087,10,68000,1,48.2,95.9,11,6,96.6,0,,1
19754,Urban,1944,M,1,1,,3212,8,51000,1,84.7,95.3,8,7,96.6,0,,1
1118,Urban,1948,M,1,1,,5415,,17000,1,83.2,95.1,11,1,96.6,1,38,1
2690,Suburban,1955,M,0,1,1,4421,5,98000,1,68.5,95,3,9,96.6,1,24,1
13007,Urban,1962,M,0,,,5231,3,59000,1,86.2,94.9,1,7,96.6,0,,1
2392,Rural,1950,M,0,1,,4404,8,28000,1,55.4,94.9,10,3,96.6,1,14,1
18329,Urban,1961,M,1,1,,4311,9,42000,1,53.2,94.7,11,2,96.6,0,,1
18973,Urban,1971,F,1,1,,3611,10,50000,1,36.9,94.5,9,3,96.6,0,,1
18348,Urban,1968,M,1,1,,3086,3,99000,1,57,93.9,2,9,96.6,0,,1
15274,Urban,1960,F,0,1,,4317,,65000,1,70.8,90.4,3,,96.6,0,,1
1612,Suburban,1969,F,1,1,,4317,7,81000,1,36,89.8,3,7,96.6,1,56,1
7966,Rural,1974,,0,,,3302,,,1,76.9,89.8,,,96.6,0,,1
19152,Suburban,1939,M,1,0,,4098,9,57000,1,70.6,89.3,4,7,96.6,0,,1
11985,Rural,1956,M,0,1,,5602,,51000,1,58.4,89.2,4,,96.6,0,,1
11513,Urban,1981,F,1,,,4141,10,18000,1,28.3,89.2,11,7,96.6,0,,1
10502,Suburban,1960,F,0,1,,4147,3,140000,1,46.4,88.5,2,8,96.6,0,,2
14995,Suburban,1942,M,1,1,,4511,9,23000,1,52.2,88.3,11,4,96.6,0,,2
6054,Suburban,1990,F,1,1,,4075,10,25000,1,80.4,88.2,8,2,96.6,0,,2
18376,Urban,1925,M,1,1,,5209,,121000,1,87.5,87.5,3,,96.6,0,,2
2310,Rural,1960,F,1,1,,3969,8,55000,1,26.7,86.7,8,1,96.6,1,99,2
9468,Urban,1981,F,1,1,,5231,8,64000,1,55.8,86.1,6,2,96.6,0,,2
19087,Suburban,1964,F,0,1,,4149,,20000,1,54.4,85.2,11,,96.6,0,,2
1341,Suburban,1929,M,1,0,,3061,1,130000,1,64.2,85,2,8,96.6,1,29,2
6839,Suburban,1937,M,1,,,None,9,,1,59.6,83.3,,2,96.6,0,,2
9264,Urban,1975,M,1,1,,4148,10,48000,1,74.6,83.3,1,5,96.6,0,,2
8936,Suburban,1978,F,0,,,5375,,,1,35.3,82,,,96.6,0,,2
15987,Suburban,1973,F,1,1,1,3612,6,56000,1,37.5,81.8,1,5,96.6,0,,2
6230,Suburban,1979,F,0,1,,3612,8,48000,1,60.4,80.8,8,4,96.6,0,,2
13771,Suburban,1928,,0,,,4436,10,38000,1,79.2,80.3,11,6,96.6,0,,2
7009,Suburban,1942,F,0,1,,3561,9,41000,1,81.5,79.8,11,6,96.6,0,,2
2844,Suburban,1951,,1,1,,4728,5,79000,1,65.6,79.7,1,7,96.6,1,56,2
4909,Suburban,1962,F,1,1,,4428,10,44000,1,21.9,79.6,8,1,96.6,1,84,2
13294,Suburban,1948,M,1,,,3527,,21000,1,54.6,78.1,11,,96.6,0,,2
11833,Suburban,1985,F,0,,,5452,6,59000,1,17.9,78,8,4,96.6,0,,2
11369,Suburban,1963,,0,1,,5459,1,122000,1,21.5,77.8,2,9,96.6,0,,2
14582,Urban,1935,F,1,1,,3220,6,24000,1,47.7,77.3,10,2,96.6,0,,2
15302,Urban,1950,M,0,,,3214,,,1,57.9,76,,,96.6,0,,2
2421,Suburban,1926,F,0,1,,4035,,12000,1,23,73.9,11,1,96.6,1,9,2
18467,Suburban,1983,M,0,,,5327,,52000,1,68.1,73.9,2,,96.6,0,,2
6206,Urban,1962,F,0,0,,4106,3,56000,1,67,70.3,7,6,96.6,0,,2
11470,Rural,1963,F,1,1,,4430,8,55000,1,48.2,98.4,4,3,96.7,0,,1
6704,Suburban,1939,M,1,1,,4145,8,78000,1,61.1,97.7,2,10,96.7,0,,1
5825,Suburban,1947,,1,,,None,,,1,88.8,97.7,,,96.7,0,,1
17562,Suburban,1942,M,1,1,,5502,1,128000,1,80.2,97.4,2,8,96.7,0,,1
18966,Suburban,1966,F,1,1,,4075,7,83000,1,51.3,97.4,3,9,96.7,0,,1
16531,Rural,1943,F,1,1,,5501,5,98000,1,77.5,96.9,3,7,96.7,0,,1
13655,Suburban,1961,F,1,1,,3954,6,57000,1,68.9,96.9,6,5,96.7,0,,1
3486,Rural,1948,M,1,,,3149,,26000,1,85.2,96.7,10,4,96.7,1,9,1
16071,Suburban,1952,F,1,1,,5503,9,34000,1,73.9,96.6,9,2,96.7,0,,1
1827,Suburban,1967,F,1,1,,3303,6,58000,1,61.7,96.5,5,5,96.7,1,42,1
18808,Suburban,1943,M,1,,,4311,9,46000,1,69.3,96.4,8,6,96.7,0,,1
15446,Suburban,1961,M,1,1,,4135,10,21000,1,58.9,96.3,11,7,96.7,0,,1
7822,Rural,1963,M,0,1,,3942,9,56000,1,63.2,96.2,4,5,96.7,0,,1
2760,Suburban,1951,M,1,,,4072,9,53000,1,79,96.1,7,7,96.7,1,25,1
1996,Suburban,1956,M,1,1,,3567,6,94000,1,50.7,95.8,1,8,96.7,1,94,1
5691,Urban,1946,M,1,1,,5214,8,43000,1,83.4,95.6,8,4,96.7,0,,1
14189,Rural,1955,F,0,1,,5600,7,27000,1,70.6,95.4,8,4,96.7,0,,1
19095,Urban,1961,,0,,,5401,,14000,1,79.4,95.2,11,,96.7,0,,1
13566,Suburban,1944,M,0,1,,4489,9,31000,1,76.3,95.2,10,4,96.7,0,,1
11599,Suburban,1941,F,1,1,,4144,10,54000,1,80.4,95.1,7,6,96.7,0,,1
150,Suburban,1963,M,1,1,,3616,10,65000,1,56.1,94.4,7,7,96.7,1,65,1
14359,Rural,1948,F,1,1,,4870,8,44000,1,72.9,93.5,10,4,96.7,0,,1
2553,Suburban,1947,M,1,1,,3230,7,64000,1,81.2,93.3,1,7,96.7,1,48,1
12737,Suburban,1933,M,1,1,,3555,10,19000,1,81.4,93.2,8,2,96.7,0,,1
18792,Suburban,1932,F,0,1,,4068,8,100000,1,63.4,93.1,4,8,96.7,0,,1
10909,Suburban,1958,M,1,1,,4240,8,66000,1,69.2,92.9,1,5,96.7,0,,1
13785,Urban,1966,F,1,1,,3210,1,1472000,1,49.4,92.3,1,10,96.7,0,,1
1694,Rural,1946,F,1,1,,4027,9,52000,1,70.4,92,7,8,96.7,1,7,1
11149,Urban,1942,M,0,1,,3605,3,62000,1,30.5,91.9,8,3,96.7,0,,1
5637,Suburban,1966,F,1,1,1,3561,1,120000,1,28.9,91.8,2,10,96.7,0,,1
14653,Suburban,1976,M,1,1,,4004,9,53000,1,24.9,91.6,8,7,96.7,0,,2
3150,Urban,1973,M,0,1,,4144,10,51000,1,22.3,91.4,6,3,96.7,1,58,2
19255,Suburban,1962,M,1,1,,4077,9,76000,1,67.4,90.1,4,7,96.7,0,,2
10300,Suburban,1956,F,1,1,1,5661,5,46000,1,80.2,89.2,6,2,96.7,0,,2
10212,Suburban,1966,F,0,1,,3062,,65000,1,36.6,89.1,7,,96.7,0,,2
11195,Suburban,1976,F,1,,,4149,9,78000,1,30,89,2,10,96.7,0,,2
15756,Rural,1950,F,1,1,,3135,7,51000,1,59.4,88.4,8,8,96.7,0,,2
6194,Rural,1968,F,1,,,3549,6,73000,1,24.2,88.1,4,3,96.7,0,,2
1703,Rural,1956,F,0,1,,3017,7,92000,1,38.5,87.9,5,9,96.7,1,79,2
6687,Urban,1963,F,1,,,4148,10,47000,1,39.3,87.5,6,4,96.7,0,,2
9445,Urban,1970,F,0,0,,3214,6,45000,1,30.2,87.2,8,2,96.7,0,,2
11034,Rural,1966,M,0,,,4210,,29000,1,57.7,86.7,10,,96.7,0,,2
6156,Urban,1984,F,0,,,3231,4,104000,1,18.8,86.5,3,7,96.7,0,,2
14634,Rural,1981,,0,,,3501,,,1,61.5,85,,,96.7,0,,2
16690,Suburban,1932,F,0,1,,5843,5,66000,1,77.8,84.9,5,5,96.7,0,,2
15375,Suburban,1947,,1,1,,4058,10,13000,1,19.3,84.8,11,2,96.7,0,,2
215,Urban,1966,M,0,,,3233,5,85000,1,25.1,84.2,1,9,96.7,1,63,2
15459,Suburban,1958,,0,1,,4081,7,86000,1,22.9,84,4,10,96.7,0,,2
13139,Urban,1942,F,1,1,,5405,10,19000,1,20,83.8,11,2,96.7,0,,2
12560,Urban,1957,M,0,1,,3232,6,65000,1,57.6,83.5,5,8,96.7,0,,2
6278,Urban,1983,,0,,,4108,,29000,1,86.6,83.3,9,,96.7,0,,2
8880,Suburban,1939,M,0,1,,4457,,21000,1,69.8,82.7,9,1,96.7,0,,2
11037,Rural,1970,F,0,,,3559,9,63000,1,25.2,81.8,5,8,96.7,0,,2
657,Suburban,1942,F,0,1,,4403,,59000,1,63.9,81.4,7,,96.7,0,,2
5553,Suburban,1983,F,0,1,,5457,6,57000,1,17.5,80.3,8,2,96.7,0,,2
4258,Suburban,1990,F,0,,,3613,,,1,33.4,79.4,,,96.7,0,,2
16399,Suburban,1989,M,1,1,,4097,10,65000,1,26.2,77.8,8,8,96.7,0,,2
11191,Suburban,1978,F,1,,,5251,6,83000,1,24.6,77.4,4,9,96.7,0,,2
8307,Urban,1949,F,1,1,,5203,10,22000,1,43.5,73.5,11,2,96.7,0,,2
13790,Suburban,1950,F,0,1,,3063,,89000,1,76,97.7,1,,96.8,0,,1
9996,Rural,1952,F,1,1,,4252,8,71000,1,82.9,97.6,4,7,96.8,0,,1
14467,Suburban,1967,F,1,1,1,4019,2,124000,1,39.6,96.8,1,7,96.8,0,,1
724,Suburban,1958,M,1,1,,3053,6,72000,1,72.4,96.5,6,8,96.8,1,67,1
4650,Suburban,1941,M,1,1,,4220,9,51000,1,85.7,96.3,7,7,96.8,1,13,1
6367,Suburban,1976,F,1,1,,4067,10,61000,1,55.3,96.2,4,6,96.8,0,,1
14087,Suburban,1943,M,1,1,,5506,9,28000,1,75.3,96.1,10,4,96.8,0,,1
12015,Suburban,1956,M,1,1,,4642,5,84000,1,70.4,96.1,2,7,96.8,0,,1
837,Urban,1952,F,1,1,,3609,4,88000,1,73.7,96,11,7,96.8,1,81,1
16164,Rural,1945,M,0,,,5607,,81000,1,75.2,96,5,,96.8,0,,1
2515,Suburban,1955,F,1,,,5248,4,66000,1,75.1,95.6,7,7,96.8,1,31,1
3657,Rural,1946,M,0,,,4404,,22000,1,79.3,94,11,1,96.8,1,19,1
3418,Rural,1944,F,0,1,,4416,10,48000,1,57.7,93.6,4,1,96.8,1,78,1
8552,Suburban,1970,F,1,1,,4311,10,47000,1,27.6,93.5,6,2,96.8,0,,1
11921,Rural,1943,F,0,,,4605,,80000,1,64.5,93.3,3,,96.8,0,,1
10920,Urban,1977,F,0,0,,3615,,55000,1,39.9,93.3,2,,96.8,0,,1
1426,Suburban,1944,M,0,1,,3611,10,29000,1,63.9,93,10,4,96.8,1,48,1
16253,Rural,1966,M,1,,,None,9,,1,47.5,92.6,,6,96.8,0,,1
11018,Urban,1954,M,1,1,,3219,4,52000,1,73.9,90.4,8,7,96.8,0,,1
2994,Suburban,1961,F,1,1,,5234,8,46000,1,46.4,90,6,2,96.8,1,98,1
1965,Suburban,1970,M,0,0,,3208,,38000,1,30.1,89.3,9,,96.8,0,,1
11493,Suburban,1957,M,1,1,,4133,3,111000,1,50.9,88.4,3,8,96.8,0,,1
3143,Suburban,1956,F,0,1,,5453,,87000,1,59.8,87.7,4,,96.8,0,,1
13329,Suburban,1975,F,1,1,,4315,9,43000,1,30.1,87.5,9,5,96.8,0,,1
16669,Suburban,1952,M,1,1,,5342,8,31000,1,82.5,87.2,8,2,96.8,0,,1
7638,Suburban,1967,M,0,1,,3611,10,62000,1,41.3,86.9,5,7,96.8,0,,1
7666,Urban,1978,F,1,1,,3617,10,51000,1,23.5,86.9,5,6,96.8,0,,1
2753,Suburban,1947,F,1,1,1,4219,10,50000,1,33.8,86.6,7,7,96.8,1,11,2
17989,Suburban,1956,M,1,1,,4517,8,55000,1,73.3,86.3,7,7,96.8,0,,2
11375,Suburban,1956,,0,,,4705,,,1,41.9,86.2,,,96.8,0,,2
1322,Rural,1954,F,1,,,4640,10,26000,1,65.8,86.2,10,4,96.8,1,8,2
7033,Suburban,1960,,0,1,,4019,10,35000,1,46.4,86.1,9,5,96.8,0,,2
4933,Suburban,1942,F,1,1,,4132,10,30000,1,69.3,85.4,7,6,96.8,1,10,2
4691,Suburban,1950,F,1,1,,4135,5,84000,1,44,85.3,9,10,96.8,1,27,2
4651,Suburban,1978,M,0,,,4131,1,148000,1,49.2,85.3,1,9,96.8,1,76,2
18701,Rural,1946,F,0,1,,4835,10,16000,1,32.4,84.9,11,2,96.8,0,,2
5607,Suburban,1928,M,1,1,,3611,10,13000,1,52.9,84.8,11,4,96.8,0,,2
1006,Rural,1937,F,1,1,,4056,10,68000,1,29.1,84.8,5,4,96.8,1,94,2
2212,Rural,1987,M,0,1,,4462,7,28000,1,59.6,84.3,11,4,96.8,1,23,2
18661,Rural,1948,F,0,1,,3428,9,23000,1,81.1,83.9,11,4,96.8,0,,2
7956,Rural,1970,F,0,,,4003,,67000,1,18.9,83.7,5,3,96.8,0,,2
229,Suburban,1984,F,1,1,,4610,10,26000,1,73.9,83.5,10,5,96.8,1,26,2
5339,Suburban,1978,F,0,1,,4605,7,49000,1,23.9,83.3,6,3,96.8,0,,2
2521,Suburban,1964,M,0,1,,4481,9,38000,1,25.8,83,8,1,96.8,1,91,2
7915,Rural,1964,F,1,,,5605,7,11000,1,74.9,81.7,11,6,96.8,0,,2
9108,Suburban,1972,F,1,0,,4072,9,57000,1,24.3,81.2,6,5,96.8,0,,2
14890,Urban,1930,M,0,1,,4143,10,27000,1,69.1,80.3,8,2,96.8,0,,2
19231,Suburban,1984,F,0,0,,4128,9,44000,1,55.5,75.1,6,6,96.8,0,,2
8464,Urban,1991,M,0,1,,5217,10,37000,1,15.9,72.9,9,2,96.8,0,,2
2223,Suburban,1938,F,1,1,,4402,9,17000,1,50.1,72.5,11,2,96.8,1,4,2
5784,Urban,1962,,0,,,4117,,,1,59.7,71.6,,,96.8,0,,2
12686,Suburban,1961,M,1,1,,4010,2,132000,1,41.6,71.6,9,10,96.8,0,,2
15788,Urban,1944,F,0,1,,5200,9,24000,1,21.1,71.2,11,4,96.8,0,,2
3045,Suburban,1948,,1,1,1,5607,6,71000,1,62.1,98,5,5,96.9,1,54,1
3664,Urban,1955,M,1,1,,3225,1,251000,1,87.3,97.1,1,8,96.9,1,76,1
1589,Rural,1943,F,1,1,,4402,8,24000,1,69.7,96.5,11,4,96.9,1,19,1
4115,Urban,1934,,1,,,4130,,27000,1,76.8,96.3,10,,96.9,0,,1
11930,Rural,1960,F,0,1,,4852,,48000,1,69.2,96,8,,96.9,0,,1
15384,Urban,1981,F,1,1,,3088,4,90000,1,66.5,95.9,11,9,96.9,0,,1
5088,Urban,1940,F,1,1,,5201,6,71000,1,80.8,95.7,5,8,96.9,1,10,1
8014,Suburban,1950,F,1,1,,5452,8,50000,1,84.8,95.1,2,7,96.9,0,,1
8746,Rural,1957,F,1,,,4047,5,106000,1,83.7,94.6,3,10,96.9,0,,1
5063,Suburban,1947,F,1,1,,4014,9,56000,1,85,94,7,5,96.9,1,2,1
623,Urban,1936,F,1,1,,4136,8,73000,1,57.9,92.5,5,6,96.9,1,72,1
13277,Rural,1934,F,0,1,,5759,,15000,1,88.1,91.2,11,1,96.9,0,,1
2020,Suburban,1959,M,0,1,,5804,8,36000,1,83.1,91,11,5,96.9,1,6,1
8823,Urban,1972,M,0,1,,4315,,65000,1,63.1,90.8,4,,96.9,0,,1
7576,Urban,1967,F,1,1,,3222,1,155000,1,40.1,90.6,1,10,96.9,0,,1
6934,Rural,1960,,1,,,None,1,,1,71.8,90.3,,10,96.9,0,,1
13022,Rural,1945,F,0,1,,4472,,12000,1,55.6,89.8,11,1,96.9,0,,1
10808,Suburban,1941,F,0,,,3626,,,1,79.8,89.6,,,96.9,0,,1
10472,Urban,1980,M,0,1,,3234,,46000,1,35.1,89.2,9,,96.9,0,,1
11491,Suburban,1964,F,1,,,5321,5,106000,1,30,89.2,4,10,96.9,0,,1
5084,Urban,1966,F,1,1,,4131,10,53000,1,36.4,89.1,6,5,96.9,1,97,1
14682,Urban,1964,,1,1,,3127,8,49000,1,28.8,88.9,7,5,96.9,0,,1
10505,Suburban,1955,F,1,1,,3532,8,80000,1,53.6,88.2,6,6,96.9,0,,1
6941,Suburban,1951,M,0,1,,4141,10,126000,1,79.2,88.1,9,8,96.9,0,,1
10211,Urban,1953,F,1,,,3217,1,227000,1,36.1,86.9,2,9,96.9,0,,2
4312,Suburban,1976,F,1,1,,4011,6,95000,1,41.5,86.7,3,9,96.9,1,78,2
6503,Urban,1981,F,0,1,,3207,8,18000,1,75,86,10,5,96.9,0,,2
151,Suburban,1956,F,1,1,,4311,8,71000,1,47.4,85.2,6,7,96.9,1,66,2
15401,Suburban,1948,F,0,,,3116,9,63000,1,18.9,84.7,7,5,96.9,0,,2
12332,Suburban,1956,M,0,,,4701,6,51000,1,82.7,84.2,6,5,96.9,0,,2
13699,Suburban,1958,F,0,1,,4635,3,77000,1,63.2,84.1,3,10,96.9,0,,2
7012,Suburban,1980,F,0,0,,5600,,54000,1,32.8,83.8,8,,96.9,0,,2
11255,Suburban,1977,M,0,0,,4409,,49000,1,55.8,83.5,9,,96.9,0,,2
20001,Rural,1955,F,1,1,,3109,8,66000,1,29.1,83.4,11,6,96.9,0,,2
19569,Rural,1942,F,0,0,,3708,10,15000,1,61.3,82.8,11,2,96.9,0,,2
18634,Rural,1957,F,1,1,,3512,8,52000,1,23.1,82.4,4,2,96.9,0,,2
18082,Suburban,1943,F,0,1,,4216,10,32000,1,32.4,82.2,10,4,96.9,0,,2
19002,Urban,1982,,0,0,,4127,6,80000,1,78,81.7,4,6,96.9,0,,2
6081,Rural,1955,F,0,1,,4735,10,17000,1,53.2,80,11,2,96.9,0,,2
3834,Rural,1957,F,0,1,,4081,9,50000,1,56.6,79.7,8,7,96.9,1,12,2
17300,Urban,1990,,0,,,5206,,72000,1,78.6,79.1,5,,96.9,0,,2
4531,Urban,1953,M,1,1,,5221,4,59000,1,65.6,78.8,1,5,96.9,1,71,2
12987,Urban,1936,F,1,1,,4305,10,10000,1,43.3,77.8,11,2,96.9,0,,2
7963,Urban,1987,M,0,1,,5218,9,48000,1,20.3,77,2,1,96.9,0,,2
1702,Urban,1972,,0,,,3603,,,1,47.8,74.2,,,96.9,0,,2
6259,Urban,1982,F,0,0,,5229,,78000,1,25.4,74,5,,96.9,0,,2
13728,Suburban,1939,F,0,,,4092,10,13000,1,30.7,71.4,11,4,96.9,0,,2
19112,Suburban,1949,F,1,1,,4429,10,47000,1,59.9,98.1,6,3,97,0,,1
3399,Suburban,1950,F,1,1,,5419,2,77000,1,87.1,97.3,11,9,97,1,34,1
6422,Suburban,1940,F,1,1,,4709,9,44000,1,83.7,96.9,8,6,97,0,,1
18794,Rural,1940,F,1,1,,4485,5,70000,1,73.8,96.6,11,8,97,0,,1
9182,Suburban,1962,M,1,1,1,3610,10,51000,1,55.9,96.6,4,7,97,0,,1
12217,Suburban,1946,F,1,1,,4510,10,36000,1,67.5,96.5,8,1,97,0,,1
2512,Suburban,1949,F,1,1,,4267,7,80000,1,41,96.4,1,6,97,1,72,1
277,Suburban,1945,F,1,1,,5328,,70000,1,80.6,95.9,6,,97,0,,1
16009,Urban,1947,F,,1,,3221,7,29000,1,44.8,95.8,8,4,97,0,,1
5199,Suburban,1942,F,1,1,,4032,8,54000,1,55.8,95.2,11,7,97,0,,1
5022,Suburban,1948,F,0,0,,4217,10,66000,1,66.5,94.9,11,6,97,1,92,1
4546,Rural,1943,F,1,1,,4666,,21000,1,77.3,94.2,11,,97,0,,1
7475,Suburban,1960,F,1,1,,5041,9,19000,1,53.2,94,10,2,97,0,,1
14619,Rural,1945,F,1,1,,5756,8,20000,1,73.8,93.7,11,4,97,0,,1
19504,Suburban,1949,M,1,1,,5329,9,23000,1,75.1,93.2,9,6,97,0,,1
7004,Suburban,1964,M,1,1,1,4132,9,72000,1,63.9,93.2,2,9,97,0,,1
18602,Urban,1970,F,0,,,3228,,123000,1,82.4,92.5,3,,97,0,,1
18770,Urban,1940,M,0,1,,4144,10,13000,1,74.9,92.2,11,2,97,0,,1
19834,Rural,1960,M,0,1,,5605,7,70000,1,76.4,90.9,5,7,97,0,,1
3759,Urban,1982,M,1,1,,4112,7,82000,1,56.1,90.7,4,7,97,1,63,1
8281,Rural,1939,F,1,1,,4620,9,21000,1,65.4,90.6,11,4,97,0,,1
10092,Suburban,1951,M,0,1,,3303,8,17000,1,59.8,89.7,11,2,97,0,,1
11992,Suburban,1973,F,0,0,,4323,4,97000,1,24.5,89.4,3,9,97,0,,1
13296,Suburban,1956,F,0,1,,5176,1,274000,1,69.3,89.3,3,8,97,0,,1
17395,Urban,1935,F,0,1,,5224,7,29000,1,70.8,88.7,7,4,97,0,,1
12938,Suburban,1965,M,1,1,,4871,8,45000,1,25.7,88.6,7,4,97,0,,1
4119,Urban,1976,M,0,1,,3200,1,288000,1,62,88.5,1,10,97,1,48,1
18989,Suburban,1976,M,1,1,,4061,9,75000,1,63.2,88.1,4,9,97,0,,1
11292,Rural,1952,F,1,1,,5739,10,51000,1,63.4,87.8,4,2,97,0,,1
419,Suburban,1980,F,0,1,,4097,1,174000,1,70.9,87.6,1,9,97,1,42,2
2348,Suburban,1949,F,0,1,,4038,10,49000,1,23,86.8,8,1,97,1,80,2
1624,Suburban,1931,M,1,1,,4509,,17000,1,68.9,86.7,11,1,97,1,7,2
13786,Rural,1968,,1,0,1,4614,7,111000,1,45.8,86.6,4,8,97,0,,2
15070,Rural,1953,F,1,,,3036,,66000,1,52.3,86.4,4,,97,0,,2
5042,Rural,1967,F,0,1,,4000,9,54000,1,80.9,85.4,4,7,97,1,78,2
3098,Suburban,1973,M,1,1,,4301,6,73000,1,32.7,85.4,5,5,97,1,99,2
604,Urban,1953,M,1,0,,3214,3,60000,1,78.9,84.8,8,7,97,1,18,2
4476,Suburban,1953,,1,,,5247,4,17000,1,81.6,84.3,11,5,97,1,97,2
16375,Urban,1944,F,0,1,,5439,9,39000,1,61.2,84.2,1,2,97,0,,2
19049,Suburban,1945,F,0,,,4311,9,26000,1,56.3,83.4,10,6,97,0,,2
12631,Rural,1951,F,1,,,4209,9,72000,1,29.8,83.3,5,8,97,0,,2
8481,Urban,1953,F,0,1,,5438,9,42000,1,33.6,82.7,9,4,97,0,,2
15783,Urban,1981,,0,,,5413,9,27000,1,28.8,82.6,10,1,97,0,,2
2646,Rural,1975,M,0,,,5602,,46000,1,38,82,2,,97,0,,2
6885,Suburban,1952,F,0,,,5422,9,50000,1,46.7,81.6,8,2,97,0,,2
9021,Suburban,1965,F,0,1,,3619,10,27000,1,19.2,81.6,9,1,97,0,,2
15222,Urban,1979,F,1,1,,3605,10,60000,1,14.7,81,9,7,97,0,,2
6198,Rural,1945,F,0,,,3948,,15000,1,47.3,80.7,11,1,97,0,,2
6363,Rural,1992,M,1,1,,4414,7,80000,1,79.3,80.2,5,8,97,0,,2
15897,Urban,1981,M,0,1,,3602,,94000,1,73.5,79.4,3,,97,0,,2
7199,Rural,1986,,0,1,,3066,7,88000,1,19.8,78.8,8,8,97,0,,2
15457,Rural,1985,M,1,1,,3452,10,50000,1,54.8,77.8,6,5,97,0,,2
12480,Suburban,1951,M,0,1,,4093,10,49000,1,15.1,76.8,2,7,97,0,,2
9035,Urban,1981,F,0,1,,4117,,45000,1,50.9,74.7,1,,97,0,,2
14123,Suburban,1939,M,1,,,3619,,18000,1,55.2,73.7,8,,97,0,,2
13335,Suburban,1937,F,0,1,,4054,9,40000,1,16.5,73.5,10,4,97,0,,2
13070,Urban,1932,M,0,1,,4145,10,59000,1,65.4,70.2,11,6,97,0,,2
2211,Rural,1963,F,1,1,,4032,8,47000,1,58.6,97.8,6,4,97.1,1,43,1
14946,Suburban,1949,F,1,1,,4427,10,30000,1,71.4,97.6,10,5,97.1,0,,1
2669,Suburban,1950,F,1,1,,4266,9,20000,1,66.6,97.3,10,4,97.1,1,14,1
11532,Suburban,1957,F,1,0,,3543,6,152000,1,89.5,97.1,2,10,97.1,0,,1
10453,Suburban,1966,M,1,1,,4224,7,91000,1,46.5,97.1,2,7,97.1,0,,1
11320,Rural,1954,F,1,1,,3028,9,59000,1,48.6,96.6,2,6,97.1,0,,1
8976,Rural,1949,F,1,1,,3765,,75000,1,50,96.6,4,,97.1,0,,1
17587,Urban,1965,F,1,1,1,3089,3,107000,1,50.3,96.4,3,9,97.1,0,,1
875,Urban,1953,M,1,1,,3221,1,159000,1,81.7,96.2,2,7,97.1,1,40,1
6445,Rural,1963,F,1,1,,3826,7,69000,1,55.8,95.9,5,7,97.1,0,,1
10320,Urban,1976,M,1,1,,5427,7,67000,1,77.8,95.8,3,7,97.1,0,,1
13111,Rural,1956,F,0,,,3810,7,48000,1,63,95.8,9,2,97.1,0,,1
3513,Suburban,1935,,1,1,,5325,5,84000,1,83.6,95.6,3,8,97.1,1,89,1
18312,Suburban,1937,M,0,1,,4135,10,31000,1,62.1,95.3,10,6,97.1,0,,1
3924,Rural,1971,F,1,1,,3306,7,22000,1,32.8,94.7,11,4,97.1,1,58,1
19014,Rural,1943,M,0,1,,4805,9,60000,1,22.5,94.3,7,5,97.1,0,,1
1265,Urban,1973,F,1,1,,3086,6,80000,1,66.7,94.1,5,9,97.1,1,44,1
12796,Suburban,1936,F,1,1,,4204,9,23000,1,72.5,94,10,4,97.1,0,,1
4705,Suburban,1949,F,0,1,,5007,9,52000,1,59.3,94,8,7,97.1,1,21,1
8790,Suburban,1941,F,0,1,,5316,5,70000,1,51.4,93.9,1,2,97.1,0,,1
10020,Rural,1948,F,0,,,3327,,12000,1,55.6,93.8,11,,97.1,0,,1
6175,Urban,1957,F,1,1,,3605,5,74000,1,76.6,93.6,4,5,97.1,0,,1
5861,Suburban,1961,M,0,1,,4682,6,73000,1,75.7,93.6,4,10,97.1,0,,1
16514,Rural,1944,,0,,,4049,,,1,69.6,93.4,,,97.1,0,,1
121,Suburban,1957,F,1,1,,4051,10,36000,1,51.8,92.7,11,5,97.1,1,31,1
8251,Suburban,1940,M,0,1,,4063,10,43000,1,75.6,92.6,8,4,97.1,0,,1
20002,Rural,1957,F,1,1,,4084,8,92000,1,74.9,92.6,4,9,97.1,0,,1
8626,Urban,1968,F,1,0,,3235,5,83000,1,49.5,90.7,4,9,97.1,0,,1
3529,Suburban,1968,F,1,,,4873,6,87000,1,56.5,89.7,4,8,97.1,1,42,1
9569,Suburban,1963,,1,1,1,4506,10,21000,1,46.1,89.4,9,2,97.1,0,,1
2671,Rural,1939,F,1,,,3946,7,21000,1,60.6,88.8,11,7,97.1,1,39,1
16650,Urban,1946,M,0,,,3204,,,1,65.1,88.4,,,97.1,0,,1
8915,Suburban,1941,F,0,,,5604,,15000,1,68.8,88.1,8,1,97.1,0,,1
413,Urban,1954,F,1,1,,3236,5,80000,1,26.9,87,3,8,97.1,1,88,1
17455,Urban,1979,M,1,1,,4125,6,75000,1,44.1,86.7,4,6,97.1,0,,1
16266,Urban,1960,F,1,1,,4120,9,84000,1,50.1,86.4,4,7,97.1,0,,2
16326,Suburban,1982,F,0,0,,4519,6,87000,1,29.2,86.1,3,8,97.1,0,,2
